transaction_id,rule_id,severity,weight,remarks,raw_score,transaction_timestamp,customer_id,customer_account,channel,device_id,amount,currency,is_new_beneficiary,beneficiary_account,entered_beneficiary_name,official_beneficiary_account_name,customer_account_balance
TX-008670,R18,2,3,Round amounts anomaly detected,6,2026-02-06T22:51:00+00:00,2308,PL362567010288912344740232,Mobile,MOB-IOS-CDAAB5DA,300.0,EUR,False,DE759221126774700709388206,Martin Khan,Martin Khan,12311.47
TX-002979,R18,2,3,Round amounts anomaly detected,6,2026-01-18T01:51:00+00:00,2309,PL972964936467365750011596,Web,WEB-CHROME-FBC1DDB7,1000.0,EUR,False,DE940711127747555293191557,Christiane Gute,Christiane Gute,233347.81
TX-008837,R18,2,3,Round amounts anomaly detected,6,2026-02-07T15:51:00+00:00,2310,PL935565354763663171374899,Mobile,MOB-ANDROID-6FA59594,1500.0,EUR,False,DE261985255211830014431522,Hans Jürgen Meister,Hans Jürgen Meister,491442.76
TX-000828,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-05T17:28:00+00:00,2338,PL267693833323759782523096,Mobile,MOB-IOS-5ADC192C,1676.56,EUR,False,DE842692370973898841041522,Hilda Pärtzelt,Hilda Pärtzelt,232696.38
TX-001174,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-08T21:10:00+00:00,2333,PL587390437230648192942607,Mobile,MOB-IOS-A45DE9CD,1987.09,EUR,False,DE863187854526645140224477,pani Ada Borysiak,pani Ada Borysiak,68592.58
TX-002119,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-15T14:28:00+00:00,2338,PL267693833323759782523096,Web,WEB-FIREFOX-94DB9B6C,1918.05,EUR,False,DE546387598091362593084307,Leokadia Schomber,Leokadia Schomber,342240.25
TX-002282,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T01:36:53+00:00,1077,EE136360963794025555437553,ATM,ATM-6B1097C4,3582.11,EUR,False,IT150941641535289941086760,Senna van den Berg,Senna van den Berg,154319.57
TX-002300,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T02:02:11+00:00,1015,EE169114553748849418478274,Web,WEB-CHROME-7E1BEAD1,616.02,EUR,False,NO721635736344878520942708,Pasquale Biagiotti,Pasquale Biagiotti,77673.17
TX-002313,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T03:01:44+00:00,1069,LV777212525937477473151899,Corporate API,CORPAPI-819E39A6,5327.83,EUR,False,SK843115828932790091341327,Evaristo Madrid Gallo,Evaristo Madrid Gallo,194685.14
TX-002331,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T03:55:27+00:00,1045,IE894235988126851882729149,Web,WEB-FIREFOX-8AECE4D2,1750.42,EUR,False,SK815992954772949292629725,Clemente Rivero Pinilla,Clemente Rivero Pinilla,188217.43
TX-002339,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T04:11:16+00:00,1081,LV367751178380759187294384,Corporate API,CORPAPI-FFE5DD49,878.14,EUR,False,SE774976510571810399378671,Laura Aliaga Caparrós,Laura Aliaga Caparrós,430316.1
TX-002375,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T06:30:08+00:00,1100,ES546203540008640269417482,Web,WEB-SAFARI-F387BC1F,176.39,EUR,False,DE300635027426725007909792,Noëlle Ooms,Noëlle Ooms,375852.53
TX-002538,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-16T20:41:05+00:00,1026,LU341284067730428196192744,Phone,PHONE-IVR-21C34ADD,2765.58,EUR,True,IE756199760128508959064613,Joan Jaén,Joan Jaén,427814.27
TX-002734,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-17T07:00:00+00:00,2334,PL881208393661999813073093,ATM,ATM-1E393C56,11948.75,EUR,False,UA232823223036313381243887,Helene Holsten,Helene Holsten,47810.53
TX-002777,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-17T12:00:00+00:00,2045,PL270398487102963371148627,Branch,BRANCH-TERM-D84609EE,13408.73,EUR,False,DE900790230889184102774865,Aldo Baum,Aldo Baum,239750.82
TX-002920,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-17T22:39:02+00:00,1087,CY132608033384514905029932,Mobile,MOB-IOS-CC9D4CAD,610.28,EUR,False,HR022534665263576603476907,Azra Osterhoudt,Azra Osterhoudt,41131.49
TX-002968,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-18T01:05:19+00:00,1074,HU761055780477592561221122,Mobile,MOB-ANDROID-67EF9964,508.77,EUR,False,GR978935915684812544243396,Frau Kirsten Hecker,Frau Kirsten Hecker,100136.7
TX-003112,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-18T13:00:00+00:00,2327,PL358566926669034800524837,Branch,BRANCH-TERM-C5EC74CF,10760.7,EUR,False,UA314492978861619679378469,Witold Majzner,Witold Majzner,59226.58
TX-003118,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-18T13:28:00+00:00,2338,PL267693833323759782523096,Phone,PHONE-IVR-8EAFD902,1700.48,EUR,False,DE050737337567663038349487,Vittorio Schmidtke B.Sc.,Vittorio Schmidtke B.Sc.,359848.23
TX-003229,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-18T22:31:04+00:00,1090,HU172293851602504887304327,Web,WEB-FIREFOX-7BF24F4E,866.36,EUR,False,IE036641402380264830214035,Miss Nicole Harrison,Miss Nicole Harrison,449133.5
TX-003276,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T01:47:44+00:00,1009,SE459065055130224539856591,Mobile,MOB-ANDROID-BFA27F0D,912.58,EUR,False,ES532143379473890704188817,Fortunata Visconti,Fortunata Visconti,103117.13
TX-003324,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T03:36:52+00:00,1033,IT711253396557868692624239,Phone,PHONE-IVR-A68AD3A6,6193.03,EUR,False,LU631706833271512854941493,Blanka Kloch,Blanka Kloch,62299.81
TX-003352,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T04:34:07+00:00,1035,RO784104354267963609841748,Mobile,MOB-IOS-DF7ED52D,582.69,EUR,False,CZ206768878448406085772985,Rayan van Laar,Rayan van Laar,53309.68
TX-003456,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T16:00:00+00:00,2057,PL620601704366818869614586,Web,WEB-SAFARI-BFD4D9ED,11031.5,EUR,False,DE447703330805528270514541,Laurenz Hartmann,Laurenz Hartmann,294433.1
TX-003496,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T19:47:44+00:00,1077,EE136360963794025555437553,Mobile,MOB-IOS-A20AFC3D,3212.87,EUR,False,CH594211268747532751020189,Jonathan Bresé,Jonathan Bresé,169924.55
TX-003551,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T22:15:46+00:00,1082,MT816112203253722896097998,Phone,PHONE-IVR-50DE345E,3444.06,EUR,True,PT206917785615810303304736,Marc Diéguez-Morales,Marc Diéguez-Morales,311154.7
TX-003560,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-19T22:51:28+00:00,1090,HU172293851602504887304327,Web,WEB-FIREFOX-09ADE715,837.5,EUR,False,IE900536835313330578834546,Eugenia de Barroso,Eugenia de Barroso,447965.16
TX-003601,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T00:16:21+00:00,1084,IT647870680914949983880306,ATM,ATM-1C3CBFBB,10933.18,EUR,False,HR487063399202399992331756,Ágata Abascal,Ágata Abascal,27891.21
TX-003714,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T06:11:09+00:00,1034,NL885072150722831908112160,Web,WEB-CHROME-9D5CB2FA,471.78,EUR,False,GR065997459086885811591574,Sig. Nino Lettiere,Sig. Nino Lettiere,28727.94
TX-003716,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T06:20:46+00:00,1038,LV106079053413395817004464,Mobile,MOB-ANDROID-E2AEEC9F,1324.91,EUR,False,SE591999880228205466834996,Ryan Amalrada,Ryan Amalrada,144875.04
TX-003718,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T06:27:26+00:00,1004,PL044039598076526144982519,Branch,BRANCH-TERM-EAC4AA4F,289.6,EUR,False,SK497505965579181550231296,Agnes Trommler,Agnes Trommler,388171.27
TX-003810,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T16:10:00+00:00,2333,PL587390437230648192942607,Web,WEB-CHROME-42B8BE7E,1706.37,EUR,False,DE849287342818868844946773,Hannchen Jäntsch B.A.,Hannchen Jäntsch B.A.,195765.16
TX-003856,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T20:49:23+00:00,1021,LU875473722111571247952112,ATM,ATM-C7BFCFEB,143.8,EUR,False,AT697538085367969641569443,pan Jędrzej Świerkosz,pan Jędrzej Świerkosz,148572.32
TX-003897,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-20T23:00:00+00:00,2328,PL726284164356947890350790,Web,WEB-FIREFOX-604CB1C7,11913.83,EUR,False,RU669069788987708836559390,Heinz-Georg Junk,Heinz-Georg Junk,255344.55
TX-003981,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T03:32:22+00:00,1099,IT477572470021381099398746,Mobile,MOB-ANDROID-64FE8316,666.88,EUR,False,DE804515881430010646894682,Rico Galiano Galván,Rico Galiano Galván,362722.5
TX-004023,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T06:00:00+00:00,2233,PL868384495046561577665483,Web,WEB-SAFARI-6B3485DF,10959.98,EUR,False,DE672049336121260911971579,Ing. George Mühle B.A.,Ing. George Mühle B.A.,304361.93
TX-004063,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T09:00:00+00:00,2080,PL177961525231447025887831,Corporate API,CORPAPI-AC31A6E7,4183.75,EUR,False,DE842204214690536813847173,Kristine Conradi,Kristine Conradi,244680.94
TX-004145,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T18:10:00+00:00,2333,PL587390437230648192942607,Mobile,MOB-IOS-27C26261,1970.82,EUR,False,DE122163651650560453152523,Corinna Bonbach MBA.,Corinna Bonbach MBA.,94363.05
TX-004173,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T20:25:49+00:00,1098,FR159925917291807684220210,Mobile,MOB-IOS-CA981AAC,571.66,EUR,False,IE941310776718682990476096,Eugenie Franke,Eugenie Franke,54609.89
TX-004194,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T21:24:34+00:00,1006,EE822352206298026219547810,ATM,ATM-02CCBBCD,444.53,EUR,False,IE092591779158839008710254,Dewi van Este,Dewi van Este,124922.03
TX-004208,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-21T21:58:54+00:00,1095,HR267354953132870957991628,Mobile,MOB-IOS-50A0BB84,384.43,EUR,True,SE514145255693255154957318,Nicole Westfal,Nicole Westfal,180243.86
TX-004333,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-22T04:09:18+00:00,1068,DK229919426295735325409489,Mobile,MOB-IOS-CDF102F9,173.68,EUR,False,FR965950259742845594688686,Narcisa Amores-Blanes,Narcisa Amores-Blanes,466693.22
TX-004400,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-22T09:00:00+00:00,2221,PL867369032486582239375453,Branch,BRANCH-TERM-40E09C5F,5288.13,EUR,False,DE825215283199714324290830,Ricarda Matthäi B.Eng.,Ricarda Matthäi B.Eng.,327490.0
TX-004450,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-22T14:28:00+00:00,2338,PL267693833323759782523096,Mobile,MOB-IOS-F08C47BC,1842.47,EUR,False,DE484564588304153992264902,Alexandra Simpson-Price,Alexandra Simpson-Price,46204.22
TX-004490,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-22T18:10:00+00:00,2333,PL587390437230648192942607,Branch,BRANCH-TERM-1BA9ACCB,1959.13,EUR,False,DE849287342818868844946773,Hannchen Jäntsch B.A.,Hannchen Jäntsch B.A.,146501.84
TX-004601,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-23T01:42:12+00:00,1033,IT711253396557868692624239,Web,WEB-SAFARI-680AAE1F,7780.29,EUR,False,GB067453010699606771297784,Olivier Heijmen,Olivier Heijmen,94135.29
TX-004666,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-23T05:21:33+00:00,1074,HU761055780477592561221122,Mobile,MOB-IOS-5FBB53D8,485.99,EUR,False,GR313256539544808801960841,Marta Henk-Jäkel,Marta Henk-Jäkel,98294.44
TX-004761,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-23T13:28:00+00:00,2338,PL267693833323759782523096,Web,WEB-FIREFOX-D69BD290,1984.98,EUR,False,DE842692370973898841041522,Hilda Pärtzelt,Hilda Pärtzelt,144002.08
TX-004792,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-23T17:28:00+00:00,2338,PL267693833323759782523096,Web,WEB-FIREFOX-A9E90DA3,1735.83,EUR,False,DE842692370973898841041522,Hilda Pärtzelt,Hilda Pärtzelt,381195.49
TX-004832,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-23T21:03:20+00:00,1078,SI592444633818661921159241,Mobile,MOB-ANDROID-C6A3BB94,540.67,EUR,False,RO062614969126266756518373,Charlene Webb,Charlene Webb,108343.91
TX-004906,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T01:38:20+00:00,1047,LT205720351653957508033730,ATM,ATM-4FE04EAA,3168.07,EUR,False,PL926409810756823610347407,Luca van der Meulen,Luca van der Meulen,7529.28
TX-004988,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T05:00:00+00:00,2338,PL267693833323759782523096,Phone,PHONE-IVR-F19ABE40,2239.66,EUR,False,TR375967880412964472373458,Gilles-Franck Marin,Gilles-Franck Marin,446539.57
TX-004999,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T05:38:19+00:00,1059,SI237255833710909672825217,Phone,PHONE-IVR-E87A5CF8,615.5,EUR,False,EE824755797485148709825566,Madeleine Philippe,Madeleine Philippe,207033.18
TX-005100,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T18:00:00+00:00,2046,PL835759737997161724262727,Branch,BRANCH-TERM-4CBE55AF,2949.17,EUR,False,DE749378188873514116898484,Liwia Pabis,Liwia Pabis,234229.86
TX-005129,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T20:00:00+00:00,2224,PL601636771762101217481728,Web,WEB-SAFARI-2729D56C,10474.5,EUR,False,DE697362181573316827944951,Patryk Sztuczka,Patryk Sztuczka,215467.79
TX-005134,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T20:20:16+00:00,1031,SI183666768696345702711595,Mobile,MOB-IOS-DF7336FE,3208.86,EUR,True,DE940093428361098060362510,Santos Martorell Blazquez,Santos Martorell Blazquez,411944.99
TX-005155,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T21:27:21+00:00,1019,MT278750560604443841156697,Mobile,MOB-ANDROID-8A9CD771,2384.58,EUR,False,RO941653250724037393426226,Lorraine Chevallier,Lorraine Chevallier,424272.56
TX-005171,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T22:15:37+00:00,1091,SE967190566037373294991202,Branch,BRANCH-TERM-68E2DF70,1229.24,EUR,False,GR268272255483084944801837,Jolanda Niemeier,Jolanda Niemeier,32963.89
TX-005195,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T23:37:27+00:00,1029,FI299740684690723155710862,Branch,BRANCH-TERM-C394500F,1847.54,EUR,False,IE731848033048052165846615,Karl-Wilhelm Sontag-Kühnert,Karl-Wilhelm Sontag-Kühnert,230651.35
TX-005197,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-24T23:54:58+00:00,1028,CZ894055884547461493668883,Web,WEB-SAFARI-37BADA70,1165.94,EUR,False,SE225158119549687892644241,Florian Bos,Florian Bos,339887.69
TX-005368,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-25T12:00:00+00:00,2239,PL719619583220061663970494,Mobile,MOB-IOS-DAB4294E,12347.04,EUR,False,DE954033731940060838430944,Patryk Duchnik,Patryk Duchnik,201853.39
TX-005397,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-25T17:00:00+00:00,2339,PL230014734092141764826887,Mobile,MOB-IOS-EC2E2DB8,9735.74,EUR,False,TR071397688028678204372247,Bryan Patel,Bryan Patel,402987.65
TX-005462,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-25T21:16:56+00:00,1079,ES927801813428565653868726,Mobile,MOB-ANDROID-EBED7B9F,213.51,EUR,False,PL638785818740418653428001,Jaroslaw Nohlmans-Conradi,Jaroslaw Nohlmans-Conradi,256756.3
TX-005464,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-25T21:27:07+00:00,1061,BE380519295498411142177571,Mobile,MOB-ANDROID-0ACACC13,4883.71,EUR,False,SK944616027174706649301303,Philip van Breugel,Philip van Breugel,3010.45
TX-005544,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-26T01:24:54+00:00,1012,BG259263959191921473653527,ATM,ATM-29892AB2,1719.74,EUR,True,LT061905666713468881733437,Paolo Tebaldi,Paolo Tebaldi,332175.91
TX-005752,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-26T20:28:15+00:00,1092,PL339223877320275114459232,Web,WEB-SAFARI-339DEE2F,1140.17,EUR,True,CH490751575032903953179886,Piergiuseppe Fischetti,Piergiuseppe Fischetti,118575.0
TX-005827,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-27T00:00:00+00:00,2050,PL625946443012241665885159,Phone,PHONE-IVR-EE4C37E9,5036.44,EUR,False,DE905610139426144752195241,Jeannine de la Jacques,Jeannine de la Jacques,455846.8
TX-005879,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-27T03:03:27+00:00,1035,RO784104354267963609841748,Web,WEB-CHROME-9DAEB1E9,584.82,EUR,False,UA653794847866453601055286,Aurelia Kunysz,Aurelia Kunysz,52515.38
TX-005909,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-27T05:00:00+00:00,2235,PL039781834930586288630404,Web,WEB-FIREFOX-AE5A65CA,9804.51,EUR,False,DE466998433154752120639526,Vincent Greenwood,Vincent Greenwood,29040.92
TX-006026,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-27T17:00:00+00:00,2330,PL942474034402365573045291,Mobile,MOB-ANDROID-D21B4BB4,4054.1,EUR,False,RU830558692766500071130088,Dr Sian Roberts,Dr Sian Roberts,122649.51
TX-006081,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-27T21:23:09+00:00,1011,HU769792171419746721730419,Web,WEB-CHROME-F597B131,534.66,EUR,False,SI339105183567814770854802,Melania Miękina,Melania Miękina,140955.44
TX-006148,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-28T01:00:00+00:00,2332,PL113558313664852425710596,Branch,BRANCH-TERM-BA4405FF,8387.82,EUR,False,TR755847008020687534378549,Michael Craig,Michael Craig,137739.27
TX-006183,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-28T03:00:00+00:00,2066,PL921259226007849132162545,Mobile,MOB-IOS-D5AAD13B,4018.22,EUR,False,DE863766608663355449642731,Elżbieta Saternus,Elżbieta Saternus,188614.34
TX-006274,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-28T09:15:53+00:00,1044,SI191788037131878144624274,Mobile,MOB-IOS-5D951998,1476.93,EUR,True,FI062043541431410264043083,Mirco Cheda,Mirco Cheda,281927.07
TX-006329,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-28T18:00:00+00:00,2337,PL896656069064462113889372,Web,WEB-FIREFOX-D6EC2EFE,4819.89,EUR,False,AE465711385072174909025456,Eugenie Sorgatz,Eugenie Sorgatz,155642.15
TX-006369,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-28T21:00:00+00:00,2079,PL134926037064152020253228,Corporate API,CORPAPI-A2CFFF5B,4140.5,EUR,False,DE755328550214549565505566,Meinrad Holsten B.Eng.,Meinrad Holsten B.Eng.,191515.07
TX-006442,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T01:06:34+00:00,1057,GR633143886526952045773825,ATM,ATM-ABE48EBD,668.36,EUR,False,CH399182299859969093655011,Ilonka Neureuther,Ilonka Neureuther,304363.48
TX-006514,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T05:38:44+00:00,1051,IT222101798996752217713297,Branch,BRANCH-TERM-5BBE68DF,2393.62,EUR,False,SI277937931863619067717084,pan Olgierd Klama,pan Olgierd Klama,12454.88
TX-006577,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T12:00:00+00:00,2240,PL026060726650085118993830,ATM,ATM-FF481D76,6954.72,EUR,False,DE078933650649521532217992,Józef Szpara,Józef Szpara,34780.68
TX-006602,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T16:51:00+00:00,2335,PL847013413009928583679267,Mobile,MOB-ANDROID-7EEEDC23,1952.51,EUR,False,DE508445698704558846158801,Graham Hughes,Graham Hughes,292068.06
TX-006639,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T20:00:00+00:00,2340,PL917751901415463802375068,Web,WEB-FIREFOX-AD6CF790,11390.5,EUR,False,TR414713402655208264047753,René Leblanc,René Leblanc,102091.82
TX-006644,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T20:14:15+00:00,1053,LU102660655169390809722560,Corporate API,CORPAPI-FFA1F66D,2368.0,EUR,False,NL806154352999088502151025,Nicholas Richards-Hodgson,Nicholas Richards-Hodgson,334258.33
TX-006649,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T21:00:00+00:00,2053,PL477626710781770714562830,Branch,BRANCH-TERM-5C7DFE22,2550.34,EUR,False,DE065507548400521276076911,Christophe Nguyen,Christophe Nguyen,489933.23
TX-006688,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-29T23:00:00+00:00,2047,PL509383396414816596628297,Web,WEB-FIREFOX-F49EE177,7906.4,EUR,False,DE599583433709568210615969,Julie Bird,Julie Bird,294985.07
TX-006709,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-30T00:28:59+00:00,1043,CZ213513963593378687656433,Web,WEB-SAFARI-8C4BA2ED,518.64,EUR,False,FR889049092846831768294809,Antoni Oleksiewicz,Antoni Oleksiewicz,41535.05
TX-006752,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-30T03:15:28+00:00,1041,LV654956686104320534080886,Phone,PHONE-IVR-6D0FB8B4,406.01,EUR,False,IE182298354226354739294687,Tomasa Cabrera Sacristán,Tomasa Cabrera Sacristán,97257.73
TX-006770,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-30T04:12:19+00:00,1086,RO441468017539312056676863,Mobile,MOB-IOS-AFAF75E8,1294.59,EUR,False,HR556431222114186287373461,Urszula Majdan,Urszula Majdan,246997.34
TX-006773,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-30T04:23:30+00:00,1007,DK475114808806500724489103,Mobile,MOB-ANDROID-DCD00B68,3105.39,EUR,False,HU407884228061481754223314,Kayleigh Alpaidis,Kayleigh Alpaidis,143974.89
TX-006867,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-30T15:00:00+00:00,2331,PL724186937384620959740666,Corporate API,CORPAPI-81C463CC,5286.42,EUR,False,SA310478869874780951391468,Gustaw Mydlarz,Gustaw Mydlarz,157036.46
TX-006970,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-31T00:03:33+00:00,1070,SK886012406996054075256491,Web,WEB-CHROME-68C2CD6C,1309.34,EUR,False,LT465909942177122430383545,Annabel van Praagh,Annabel van Praagh,181722.6
TX-007000,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-31T02:00:00+00:00,2228,PL838687850840485629364758,Branch,BRANCH-TERM-A97CAB2E,8705.67,EUR,False,DE675239138117710731024702,Sabine Morvan,Sabine Morvan,139674.36
TX-007026,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-31T03:38:37+00:00,1049,HR693163720449121324714479,Phone,PHONE-IVR-39F9DE9C,2394.17,EUR,False,NL593582832309761084550492,Adora Rivera Trillo,Adora Rivera Trillo,60754.45
TX-007069,R12,2,12,Payment amount deviates strongly from user's statistical pattern. z-score is above 3 threshold,24,2026-01-31T06:00:00+00:00,2231,PL293304244538457279291145,Branch,BRANCH-TERM-5CB737FA,3599.3,EUR,False,DE489880839334642097397137,Klara Kurbiel,Klara Kurbiel,53805.75
